metric,n,mean,std,median,q1,q3,min,max,ci95_low,ci95_high
WT_dice,250,0.9285151708027368,0.08501053391662523,0.9530231540567906,0.9243045775076222,0.9703708186658042,0.16414095307650173,0.9870148499296438,0.9179771558412224,0.9390531857642512
WT_hd95,250,3.5287969585241155,4.550431617267547,2.0,1.0,3.605551275463989,1.0,29.631064780058107,2.9647196112256813,4.09287430582255
TC_dice,250,0.8803651817346004,0.18091959620057804,0.9502361426627104,0.8826843467254707,0.9710157449932786,0.0,0.9885511319551011,0.857938156238411,0.9027922072307899
TC_hd95,250,4.974467736075265,7.816864868787655,1.7320508075688772,1.0,4.23367555750663,1.0,50.0,4.005479127908074,5.943456344242457
ET_dice,250,0.8326185032221792,0.20961131815083406,0.8998252620779339,0.8389927465791724,0.9399002086350742,0.0,0.9692090814660929,0.8066348150248716,0.8586021914194869
ET_hd95,250,5.295142753572768,10.091311408866302,1.4142135623730951,1.0,3.1622776601683795,1.0,50.0,4.044210831274408,6.546074675871128
Avg_dice,250,0.8804996185917978,0.13223866167979523,0.9297061566965683,0.8721877369471969,0.9576435441903882,0.26293679232294814,0.9776054312068442,0.8641071442586871,0.8968920929249086
Avg_hd95,250,4.599469149433991,6.241172140956724,1.9267463220525112,1.1645576245573468,4.765893956756216,1.0,36.03052124052451,3.8258054354371733,5.3731328634308095
